crop,state,season,year,area,production,yield,area_mha,production_mt,data_quality_flag,crop_category
Tur,Ladakh,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Tur,Lakshadweep,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Tur,Madhya Pradesh,Kharif,2021-22,225000.0,189900.0,844.0,0.225,0.1899,GOOD,pulses
Tur,Maharashtra,Kharif,2021-22,1335100.0,1391174.2,1042.0,1.3351,1.3911742,GOOD,pulses
Tur,Manipur,Kharif,2021-22,550.0,540.1,982.0,0.00055,0.0005401000000000001,GOOD,pulses
Tur,Meghalaya,Kharif,2021-22,1192.0,1555.56,1305.0,0.001192,0.0015555599999999999,GOOD,pulses
Tur,Mizoram,Kharif,2021-22,372.0,380.18,1022.0,0.000372,0.00038018,GOOD,pulses
Tur,Nagaland,Kharif,2021-22,433.0,381.04,880.0,0.000433,0.00038104,GOOD,pulses
Tur,Odisha,Kharif,2021-22,126060.0,130598.16,1036.0,0.12606,0.13059816,GOOD,pulses
Tur,Puducherry,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Tur,Punjab,Kharif,2021-22,1400.0,1419.6,1014.0,0.0014,0.0014195999999999998,GOOD,pulses
Tur,Rajasthan,Kharif,2021-22,7362.0,6736.23,915.0,0.007362,0.006736229999999999,GOOD,pulses
Tur,Sikkim,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Tur,Tamil Nadu,Kharif,2021-22,48310.0,45218.16,936.0,0.04831,0.04521816,GOOD,pulses
Tur,Telangana,Kharif,2021-22,314000.0,241466.0,769.0,0.314,0.241466,GOOD,pulses
Tur,Tripura,Kharif,2021-22,5274.0,4129.54,783.0,0.005274,0.00412954,GOOD,pulses
Tur,Uttar Pradesh,Kharif,2021-22,290000.0,354670.0,1223.0,0.29,0.35467,GOOD,pulses
Tur,Uttarakhand,Kharif,2021-22,3000.0,3198.0,1066.0,0.003,0.003198,GOOD,pulses
Tur,West Bengal,Kharif,2021-22,3286.0,5155.73,1569.0,0.003286,0.00515573,GOOD,pulses
Gram,Andaman And Nicobar Islands,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Andhra Pradesh,Rabi,2021-22,445000.0,455235.0,1023.0,0.445,0.455235,GOOD,pulses
Gram,Arunachal Pradesh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Assam,Rabi,2021-22,2151.0,1591.74,740.0,0.002151,0.00159174,GOOD,pulses
Gram,Bihar,Rabi,2021-22,51640.0,54376.92,1053.0,0.05164,0.054376919999999995,GOOD,pulses
Gram,Chandigarh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Chhattisgarh,Rabi,2021-22,331630.0,240431.75,725.0,0.33163,0.24043175,GOOD,pulses
Gram,Dadra And Nagar Haveli,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Daman And Diu,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Delhi,Rabi,2021-22,2.0,4.0,2000.0,2e-06,4e-06,GOOD,pulses
Gram,Goa,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Gujarat,Rabi,2021-22,1101560.0,2101776.48,1908.0,1.10156,2.10177648,GOOD,pulses
Gram,Haryana,Rabi,2021-22,38000.0,45372.0,1194.0,0.038,0.045372,GOOD,pulses
Gram,Himachal Pradesh,Rabi,2021-22,219.0,269.59,1231.0,0.000219,0.00026959,GOOD,pulses
Gram,Jammu And Kashmir,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Jharkhand,Rabi,2021-22,260280.0,308692.08,1186.0,0.26028,0.30869208000000004,GOOD,pulses
Gram,Karnataka,Rabi,2021-22,712000.0,490568.0,689.0,0.712,0.490568,GOOD,pulses
Gram,Kerala,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Ladakh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Lakshadweep,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Madhya Pradesh,Rabi,2021-22,1936000.0,2931104.0,1514.0,1.936,2.931104,GOOD,pulses
Gram,Maharashtra,Rabi,2021-22,2708500.0,3101232.5,1145.0,2.7085,3.1012325,GOOD,pulses
Gram,Manipur,Rabi,2021-22,970.0,900.16,928.0,0.00097,0.00090016,GOOD,pulses
Gram,Meghalaya,Rabi,2021-22,1869.0,2003.57,1072.0,0.001869,0.00200357,GOOD,pulses
Gram,Mizoram,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Gram,Nagaland,Rabi,2021-22,374.0,314.16,840.0,0.000374,0.00031416,GOOD,pulses
Gram,Odisha,Rabi,2021-22,35300.0,27463.4,778.0,0.0353,0.027463400000000002,GOOD,pulses
Gram,Puducherry,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Punjab,Rabi,2021-22,1800.0,2185.2,1214.0,0.0018,0.0021852,GOOD,pulses
Gram,Rajasthan,Rabi,2021-22,2300715.0,2684934.41,1167.0,2.300715,2.6849344100000003,GOOD,pulses
Gram,Sikkim,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Gram,Tamil Nadu,Rabi,2021-22,4070.0,3768.82,926.0,0.00407,0.00376882,GOOD,pulses
Gram,Telangana,Rabi,2021-22,159000.0,224031.0,1409.0,0.159,0.224031,GOOD,pulses
Gram,Tripura,Rabi,2021-22,71.0,45.01,634.0,7.1e-05,4.501e-05,GOOD,pulses
Gram,Uttar Pradesh,Rabi,2021-22,608000.0,818368.0,1346.0,0.608,0.818368,GOOD,pulses
Gram,Uttarakhand,Rabi,2021-22,1000.0,790.0,790.0,0.001,0.00079,GOOD,pulses
Gram,West Bengal,Rabi,2021-22,39946.0,48174.88,1206.0,0.039946,0.048174879999999996,GOOD,pulses
Urad,Andaman And Nicobar Islands,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Andaman And Nicobar Islands,Rabi,2021-22,412.6,165.04,400.0,0.0004126,0.00016504,GOOD,pulses
Urad,Andhra Pradesh,Kharif,2021-22,39000.0,31551.0,809.0,0.039,0.031551,GOOD,pulses
Urad,Andhra Pradesh,Rabi,2021-22,362000.0,393132.0,1086.0,0.362,0.393132,GOOD,pulses
Urad,Arunachal Pradesh,Kharif,2021-22,1171.0,1076.15,919.0,0.001171,0.0010761500000000001,GOOD,pulses
Urad,Arunachal Pradesh,Rabi,2021-22,1470.0,1439.13,979.0,0.00147,0.00143913,GOOD,pulses
Urad,Assam,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Assam,Rabi,2021-22,57010.0,37683.61,661.0,0.05701,0.03768361,GOOD,pulses
Urad,Bihar,Kharif,2021-22,6425.0,5975.25,930.0,0.006425,0.00597525,GOOD,pulses
Urad,Bihar,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Chandigarh,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Chandigarh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Chhattisgarh,Kharif,2021-22,67180.0,24722.24,368.0,0.06718,0.024722240000000003,GOOD,pulses
Urad,Chhattisgarh,Rabi,2021-22,2860.0,1078.22,377.0,0.00286,0.00107822,GOOD,pulses
Urad,Dadra And Nagar Haveli,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Dadra And Nagar Haveli,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Daman And Diu,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Daman And Diu,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Delhi,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Delhi,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Goa,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Goa,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Gujarat,Kharif,2021-22,154820.0,91808.26,593.0,0.15482,0.09180825999999999,GOOD,pulses
Urad,Gujarat,Rabi,2021-22,25550.0,38197.25,1495.0,0.02555,0.03819725,GOOD,pulses
Urad,Haryana,Kharif,2021-22,250.0,127.25,509.0,0.00025,0.00012725,GOOD,pulses
Urad,Haryana,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Himachal Pradesh,Kharif,2021-22,6353.0,4567.81,719.0,0.006353,0.00456781,GOOD,pulses
Urad,Himachal Pradesh,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Jammu And Kashmir,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Jammu And Kashmir,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Jharkhand,Kharif,2021-22,133325.0,120392.48,903.0,0.133325,0.12039248,GOOD,pulses
Urad,Jharkhand,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Karnataka,Kharif,2021-22,75000.0,36975.0,493.0,0.075,0.036975,GOOD,pulses
Urad,Karnataka,Rabi,2021-22,4000.0,2116.0,529.0,0.004,0.002116,GOOD,pulses
Urad,Kerala,Kharif,2021-22,2.0,2.0,1000.0,2e-06,2e-06,GOOD,pulses
Urad,Kerala,Rabi,2021-22,396.0,310.86,785.0,0.000396,0.00031086,GOOD,pulses
Urad,Ladakh,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Ladakh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Lakshadweep,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Lakshadweep,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Madhya Pradesh,Kharif,2021-22,1535000.0,778245.0,507.0,1.535,0.778245,GOOD,pulses
Urad,Madhya Pradesh,Rabi,2021-22,82000.0,106354.0,1297.0,0.082,0.106354,GOOD,pulses
Urad,Maharashtra,Kharif,2021-22,435900.0,210975.6,484.0,0.4359,0.2109756,GOOD,pulses
Urad,Maharashtra,Rabi,2021-22,410.0,220.99,539.0,0.00041,0.00022099,GOOD,pulses
Urad,Manipur,Kharif,2021-22,1330.0,1270.15,955.0,0.00133,0.00127015,GOOD,pulses
Urad,Manipur,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Meghalaya,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Meghalaya,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Mizoram,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Mizoram,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Nagaland,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Nagaland,Rabi,2021-22,193.0,180.07,933.0,0.000193,0.00018007,GOOD,pulses
Urad,Odisha,Kharif,2021-22,79960.0,27026.48,338.0,0.07996,0.02702648,GOOD,pulses
Urad,Odisha,Rabi,2021-22,12050.0,4229.55,351.0,0.01205,0.00422955,GOOD,pulses
Urad,Puducherry,Kharif,2021-22,1.0,1.0,1000.0,1e-06,1e-06,GOOD,pulses
Urad,Puducherry,Rabi,2021-22,484.0,346.06,715.0,0.000484,0.00034606,GOOD,pulses
Urad,Punjab,Kharif,2021-22,1600.0,705.6,441.0,0.0016,0.0007056,GOOD,pulses
Urad,Punjab,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Rajasthan,Kharif,2021-22,424857.0,155497.66,366.0,0.424857,0.15549766,GOOD,pulses
Urad,Rajasthan,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Urad,Sikkim,Kharif,2021-22,2851.0,2688.49,943.0,0.002851,0.00268849,GOOD,pulses
Urad,Sikkim,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,Tamil Nadu,Kharif,2021-22,42600.0,37530.6,881.0,0.0426,0.0375306,GOOD,pulses
Urad,Tamil Nadu,Rabi,2021-22,364650.0,231188.1,634.0,0.36465,0.2311881,GOOD,pulses
Urad,Telangana,Kharif,2021-22,19000.0,15048.0,792.0,0.019,0.015048,GOOD,pulses
Urad,Telangana,Rabi,2021-22,39000.0,50505.0,1295.0,0.039,0.050505,GOOD,pulses
Urad,Tripura,Kharif,2021-22,4322.0,2969.21,687.0,0.004322,0.00296921,GOOD,pulses
Urad,Tripura,Rabi,2021-22,3011.0,2315.46,769.0,0.003011,0.00231546,GOOD,pulses
Urad,Uttar Pradesh,Kharif,2021-22,514000.0,255972.0,498.0,0.514,0.255972,GOOD,pulses
Urad,Uttar Pradesh,Rabi,2021-22,47000.0,35532.0,756.0,0.047,0.035532,GOOD,pulses
Urad,Uttarakhand,Kharif,2021-22,13000.0,15639.0,1203.0,0.013,0.015639,GOOD,pulses
Urad,Uttarakhand,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Urad,West Bengal,Kharif,2021-22,66718.0,44367.47,665.0,0.066718,0.04436747,GOOD,pulses
Urad,West Bengal,Rabi,2021-22,6309.0,5797.97,919.0,0.006309,0.00579797,GOOD,pulses
Moong,Andaman And Nicobar Islands,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Andaman And Nicobar Islands,Rabi,2021-22,231.84,97.37,420.0,0.00023184,9.737e-05,GOOD,pulses
Moong,Andhra Pradesh,Kharif,2021-22,8000.0,4504.0,563.0,0.008,0.004504,GOOD,pulses
Moong,Andhra Pradesh,Rabi,2021-22,89000.0,79032.0,888.0,0.089,0.079032,GOOD,pulses
Moong,Arunachal Pradesh,Kharif,2021-22,1358.0,1408.25,1037.0,0.001358,0.00140825,GOOD,pulses
Moong,Arunachal Pradesh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Assam,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Assam,Rabi,2021-22,11773.0,8712.02,740.0,0.011773,0.008712020000000001,GOOD,pulses
Moong,Bihar,Kharif,2021-22,6728.0,4554.86,677.0,0.006728,0.00455486,GOOD,pulses
Moong,Bihar,Rabi,2021-22,156772.0,108956.54,695.0,0.156772,0.10895653999999999,GOOD,pulses
Moong,Chandigarh,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Chandigarh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Chhattisgarh,Kharif,2021-22,3360.0,1488.48,443.0,0.00336,0.00148848,GOOD,pulses
Moong,Chhattisgarh,Rabi,2021-22,2510.0,901.09,359.0,0.00251,0.00090109,GOOD,pulses
Moong,Dadra And Nagar Haveli,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Dadra And Nagar Haveli,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Daman And Diu,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Daman And Diu,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Delhi,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Delhi,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Goa,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Goa,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Gujarat,Kharif,2021-22,98800.0,43867.2,444.0,0.0988,0.043867199999999995,GOOD,pulses
Moong,Gujarat,Rabi,2021-22,70230.0,92984.52,1324.0,0.07023,0.09298452,GOOD,pulses
Moong,Haryana,Kharif,2021-22,79240.0,52377.64,661.0,0.07924,0.052377639999999996,GOOD,pulses
Moong,Haryana,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Himachal Pradesh,Kharif,2021-22,154.0,76.54,497.0,0.000154,7.654000000000001e-05,GOOD,pulses
Moong,Himachal Pradesh,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Jammu And Kashmir,Kharif,2021-22,367.0,143.86,392.0,0.000367,0.00014386000000000002,GOOD,pulses
Moong,Jammu And Kashmir,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Jharkhand,Kharif,2021-22,19991.0,16052.77,803.0,0.019991,0.01605277,GOOD,pulses
Moong,Jharkhand,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Karnataka,Kharif,2021-22,401000.0,145563.0,363.0,0.401,0.145563,GOOD,pulses
Moong,Karnataka,Rabi,2021-22,18000.0,5526.0,307.0,0.018,0.005526,GOOD,pulses
Moong,Kerala,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Kerala,Rabi,2021-22,140.0,89.04,636.0,0.00014,8.904e-05,GOOD,pulses
Moong,Ladakh,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Ladakh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Lakshadweep,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Lakshadweep,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Madhya Pradesh,Kharif,2021-22,88000.0,31944.0,363.0,0.088,0.031944,GOOD,pulses
Moong,Madhya Pradesh,Rabi,2021-22,850100.0,1102579.7,1297.0,0.8501,1.1025797,GOOD,pulses
Moong,Maharashtra,Kharif,2021-22,378100.0,186781.4,494.0,0.3781,0.1867814,GOOD,pulses
Moong,Maharashtra,Rabi,2021-22,24750.0,6212.25,251.0,0.02475,0.00621225,GOOD,pulses
Moong,Manipur,Kharif,2021-22,490.0,469.91,959.0,0.00049,0.00046991000000000003,GOOD,pulses
Moong,Manipur,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Meghalaya,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Meghalaya,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Mizoram,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Mizoram,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Nagaland,Kharif,2021-22,416.0,398.94,959.0,0.000416,0.00039893999999999997,GOOD,pulses
Moong,Nagaland,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Odisha,Kharif,2021-22,98830.0,30340.81,307.0,0.09883,0.030340810000000003,GOOD,pulses
Moong,Odisha,Rabi,2021-22,150810.0,58061.85,385.0,0.15081,0.05806185,GOOD,pulses
Moong,Puducherry,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Puducherry,Rabi,2021-22,556.0,126.77,228.0,0.000556,0.00012677,GOOD,pulses
Moong,Punjab,Kharif,2021-22,2100.0,1969.8,938.0,0.0021,0.0019698,GOOD,pulses
Moong,Punjab,Rabi,2021-22,52000.0,65000.0,1250.0,0.052,0.065,GOOD,pulses
Moong,Rajasthan,Kharif,2021-22,2560671.0,906477.53,354.0,2.560671,0.90647753,GOOD,pulses
Moong,Rajasthan,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Sikkim,Kharif,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Moong,Sikkim,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Tamil Nadu,Kharif,2021-22,18150.0,14755.95,813.0,0.01815,0.01475595,GOOD,pulses
Moong,Tamil Nadu,Rabi,2021-22,146040.0,47463.0,325.0,0.14604,0.047463,GOOD,pulses
Moong,Telangana,Kharif,2021-22,36000.0,21528.0,598.0,0.036,0.021528,GOOD,pulses
Moong,Telangana,Rabi,2021-22,15000.0,14370.0,958.0,0.015,0.01437,GOOD,pulses
Moong,Tripura,Kharif,2021-22,1009.0,648.79,643.0,0.001009,0.00064879,GOOD,pulses
Moong,Tripura,Rabi,2021-22,1071.0,747.56,698.0,0.001071,0.00074756,GOOD,pulses
Moong,Uttar Pradesh,Kharif,2021-22,38000.0,13604.0,358.0,0.038,0.013604,GOOD,pulses
Moong,Uttar Pradesh,Rabi,2021-22,47000.0,40138.0,854.0,0.047,0.040138,GOOD,pulses
Moong,Uttarakhand,Kharif,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,Uttarakhand,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Moong,West Bengal,Kharif,2021-22,1943.0,1352.33,696.0,0.001943,0.00135233,GOOD,pulses
Moong,West Bengal,Rabi,2021-22,71837.0,54524.28,759.0,0.071837,0.05452428,GOOD,pulses
Lentil,Andaman And Nicobar Islands,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Andhra Pradesh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Arunachal Pradesh,Rabi,2021-22,464.0,368.88,795.0,0.000464,0.00036888,GOOD,pulses
Lentil,Assam,Rabi,2021-22,23462.0,18488.06,788.0,0.023462,0.01848806,GOOD,pulses
Lentil,Bihar,Rabi,2021-22,133154.0,124232.68,933.0,0.133154,0.12423268,GOOD,pulses
Lentil,Chandigarh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Chhattisgarh,Rabi,2021-22,12820.0,5140.82,401.0,0.01282,0.00514082,GOOD,pulses
Lentil,Dadra And Nagar Haveli,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Daman And Diu,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Delhi,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Goa,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Gujarat,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Haryana,Rabi,2021-22,510.0,492.15,965.0,0.00051,0.00049215,GOOD,pulses
Lentil,Himachal Pradesh,Rabi,2021-22,290.0,424.27,1463.0,0.00029,0.00042427,GOOD,pulses
Lentil,Jammu And Kashmir,Rabi,2021-22,245.0,143.57,586.0,0.000245,0.00014356999999999998,GOOD,pulses
Lentil,Jharkhand,Rabi,2021-22,65455.0,57600.4,880.0,0.065455,0.0576004,GOOD,pulses
Lentil,Karnataka,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Kerala,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Ladakh,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Lakshadweep,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Madhya Pradesh,Rabi,2021-22,492000.0,442308.0,899.0,0.492,0.442308,GOOD,pulses
Lentil,Maharashtra,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Manipur,Rabi,2021-22,950.0,914.85,963.0,0.00095,0.00091485,GOOD,pulses
Lentil,Meghalaya,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Mizoram,Rabi,2021-22,,0.0,,,0.0,INSUFFICIENT,pulses
Lentil,Nagaland,Rabi,2021-22,152.0,129.96,855.0,0.000152,0.00012996,GOOD,pulses
Lentil,Odisha,Rabi,2021-22,11640.0,6145.92,528.0,0.01164,0.00614592,GOOD,pulses
Lentil,Puducherry,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Punjab,Rabi,2021-22,500.0,276.5,553.0,0.0005,0.0002765,GOOD,pulses
Lentil,Rajasthan,Rabi,2021-22,16727.0,22180.0,1326.0,0.016727,0.02218,GOOD,pulses
Lentil,Sikkim,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Tamil Nadu,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Telangana,Rabi,2021-22,0.0,0.0,0.0,0.0,0.0,ZERO_PRODUCTION,pulses
Lentil,Tripura,Rabi,2021-22,732.0,560.71,766.0,0.000732,0.0005607100000000001,GOOD,pulses
Lentil,Uttar Pradesh,Rabi,2021-22,494000.0,466336.0,944.0,0.494,0.466336,GOOD,pulses
Lentil,Uttarakhand,Rabi,2021-22,9000.0,7875.0,875.0,0.009,0.007875,GOOD,pulses
Lentil,West Bengal,Rabi,2021-22,149822.0,115213.12,769.0,0.149822,0.11521312,GOOD,pulses
Other Pulses,Andhra Pradesh,Kharif,2021-22,9000.0,5000.0,556.0,0.009,0.005,GOOD,pulses
Other Pulses,Andhra Pradesh,Rabi,2021-22,24000.0,18000.0,750.0,0.024,0.018,GOOD,pulses
Other Pulses,Arunachal Pradesh,Kharif,2021-22,3243.0,3130.0,965.0,0.003243,0.00313,GOOD,pulses
Other Pulses,Arunachal Pradesh,Rabi,2021-22,5009.0,6362.0,1270.0,0.005009,0.006362,GOOD,pulses
Other Pulses,Assam,Rabi,2021-22,44196.0,39316.0,890.0,0.044196,0.039316,GOOD,pulses
Other Pulses,Bihar,Kharif,2021-22,8903.0,7870.0,884.0,0.008903,0.00787,GOOD,pulses
Other Pulses,Bihar,Rabi,2021-22,58757.0,61141.0,1041.0,0.058757,0.061141,GOOD,pulses
Other Pulses,Chhattisgarh,Kharif,2021-22,24090.0,9870.0,410.0,0.02409,0.00987,GOOD,pulses
Other Pulses,Chhattisgarh,Rabi,2021-22,169280.0,78370.0,463.0,0.16928,0.07837,GOOD,pulses
Other Pulses,Dadra And Nagar Haveli,Kharif,2021-22,0.0,,0.0,0.0,,INSUFFICIENT,pulses
Other Pulses,Dadra And Nagar Haveli,Rabi,2021-22,0.0,,0.0,0.0,,INSUFFICIENT,pulses
